73	35	51
73	35.5	57
73	36	56
73	36.5	56
73	37	56
73	37.5	57
73	38	56
73	38.5	57
73	39	56
73	39.5	57
73	40	57
73	40.5	63
73	41	52
73	41.5	41
73	42	42
73	42.5	36
73	43	42
73	43.5	42
73	44	42
73	44.5	41
73	45	41
73.5	35	52
73.5	35.5	57
73.5	36	57
73.5	36.5	57
73.5	37	56
73.5	37.5	56
73.5	38	56
73.5	38.5	63
73.5	39	63
73.5	39.5	63
73.5	40	63
73.5	40.5	71
73.5	41	63
73.5	41.5	47
73.5	42	42
73.5	42.5	36
73.5	43	37
73.5	43.5	42
73.5	44	41
73.5	44.5	42
73.5	45	42
74	35	52
74	35.5	57
74	36	57
74	36.5	56
74	37	56
74	37.5	56
74	38	56
74	38.5	63
74	39	63
74	39.5	57
74	40	63
74	40.5	63
74	41	63
74	41.5	57
74	42	47
74	42.5	36
74	43	37
74	43.5	36
74	44	42
74	44.5	42
74	45	41
74.5	35	52
74.5	35.5	57
74.5	36	57
74.5	36.5	63
74.5	37	63
74.5	37.5	57
74.5	38	56
74.5	38.5	63
74.5	39	63
74.5	39.5	57
74.5	40	56
74.5	40.5	63
74.5	41	63
74.5	41.5	63
74.5	42	57
74.5	42.5	42
74.5	43	37
74.5	43.5	37
74.5	44	36
74.5	44.5	41
74.5	45	42
75	35	57
75	35.5	57
75	36	63
75	36.5	63
75	37	63
75	37.5	56
75	38	56
75	38.5	56
75	39	56
75	39.5	56
75	40	56
75	40.5	57
75	41	63
75	41.5	63
75	42	63
75	42.5	47
75	43	37
75	43.5	36
75	44	36
75	44.5	41
75	45	41
75.5	35	56
75.5	35.5	57
75.5	36	63
75.5	36.5	63
75.5	37	63
75.5	37.5	57
75.5	38	56
75.5	38.5	57
75.5	39	57
75.5	39.5	52
75.5	40	56
75.5	40.5	56
75.5	41	63
75.5	41.5	63
75.5	42	63
75.5	42.5	52
75.5	43	41
75.5	43.5	37
75.5	44	37
75.5	44.5	36
75.5	45	41
76	35	56
76	35.5	63
76	36	63
76	36.5	63
76	37	57
76	37.5	57
76	38	57
76	38.5	51
76	39	51
76	39.5	47
76	40	52
76	40.5	56
76	41	63
76	41.5	63
76	42	57
76	42.5	52
76	43	42
76	43.5	42
76	44	37
76	44.5	36
76	45	42
76.5	35	57
76.5	35.5	63
76.5	36	63
76.5	36.5	63
76.5	37	56
76.5	37.5	51
76.5	38	51
76.5	38.5	52
76.5	39	41
76.5	39.5	41
76.5	40	51
76.5	40.5	56
76.5	41	56
76.5	41.5	57
76.5	42	56
76.5	42.5	51
76.5	43	41
76.5	43.5	42
76.5	44	41
76.5	44.5	42
76.5	45	42
77	35	63
77	35.5	63
77	36	63
77	36.5	57
77	37	52
77	37.5	47
77	38	46
77	38.5	46
77	39	41
77	39.5	42
77	40	46
77	40.5	56
77	41	56
77	41.5	56
77	42	56
77	42.5	52
77	43	41
77	43.5	42
77	44	41
77	44.5	41
77	45	42
77.5	35	63
77.5	35.5	63
77.5	36	63
77.5	36.5	57
77.5	37	47
77.5	37.5	46
77.5	38	46
77.5	38.5	42
77.5	39	37
77.5	39.5	36
77.5	40	46
77.5	40.5	56
77.5	41	57
77.5	41.5	56
77.5	42	57
77.5	42.5	47
77.5	43	41
77.5	43.5	41
77.5	44	36
77.5	44.5	37
77.5	45	41
78	35	63
78	35.5	63
78	36	63
78	36.5	51
78	37	47
78	37.5	47
78	38	47
78	38.5	41
78	39	36
78	39.5	37
78	40	41
78	40.5	51
78	41	56
78	41.5	56
78	42	57
78	42.5	42
78	43	42
78	43.5	37
78	44	36
78	44.5	36
78	45	41
78.5	35	63
78.5	35.5	63
78.5	36	57
78.5	36.5	51
78.5	37	46
78.5	37.5	46
78.5	38	46
78.5	38.5	41
78.5	39	36
78.5	39.5	37
78.5	40	41
78.5	40.5	51
78.5	41	57
78.5	41.5	57
78.5	42	51
78.5	42.5	41
78.5	43	41
78.5	43.5	36
78.5	44	36
78.5	44.5	36
78.5	45	41
79	35	63
79	35.5	63
79	36	57
79	36.5	47
79	37	46
79	37.5	46
79	38	42
79	38.5	42
79	39	37
79	39.5	36
79	40	42
79	40.5	51
79	41	57
79	41.5	57
79	42	52
79	42.5	41
79	43	41
79	43.5	36
79	44	41
79	44.5	42
79	45	41
79.5	35	63
79.5	35.5	63
79.5	36	56
79.5	36.5	46
79.5	37	47
79.5	37.5	41
79.5	38	41
79.5	38.5	36
79.5	39	36
79.5	39.5	36
79.5	40	42
79.5	40.5	46
79.5	41	52
79.5	41.5	52
79.5	42	47
79.5	42.5	41
79.5	43	42
79.5	43.5	42
79.5	44	47
79.5	44.5	47
79.5	45	41
80	35	63
80	35.5	63
80	36	56
80	36.5	46
80	37	41
80	37.5	42
80	38	41
80	38.5	36
80	39	36
80	39.5	37
80	40	42
80	40.5	46
80	41	46
80	41.5	52
80	42	42
80	42.5	47
80	43	46
80	43.5	47
80	44	52
80	44.5	46
80	45	46
80.5	35	63
80.5	35.5	63
80.5	36	57
80.5	36.5	46
80.5	37	41
80.5	37.5	42
80.5	38	41
80.5	38.5	36
80.5	39	36
80.5	39.5	36
80.5	40	42
80.5	40.5	46
80.5	41	47
80.5	41.5	47
80.5	42	42
80.5	42.5	52
80.5	43	52
80.5	43.5	52
80.5	44	51
80.5	44.5	47
80.5	45	47
81	35	63
81	35.5	71
81	36	63
81	36.5	47
81	37	41
81	37.5	42
81	38	42
81	38.5	41
81	39	36
81	39.5	36
81	40	42
81	40.5	42
81	41	42
81	41.5	42
81	42	51
81	42.5	52
81	43	51
81	43.5	52
81	44	52
81	44.5	47
81	45	42
81.5	35	71
81.5	35.5	72
81.5	36	63
81.5	36.5	47
81.5	37	42
81.5	37.5	41
81.5	38	41
81.5	38.5	36
81.5	39	36
81.5	39.5	36
81.5	40	41
81.5	40.5	41
81.5	41	41
81.5	41.5	41
81.5	42	51
81.5	42.5	51
81.5	43	51
81.5	43.5	52
81.5	44	52
81.5	44.5	41
81.5	45	37
82	35	72
82	35.5	81
82	36	72
82	36.5	51
82	37	46
82	37.5	42
82	38	41
82	38.5	41
82	39	36
82	39.5	36
82	40	41
82	40.5	42
82	41	42
82	41.5	42
82	42	47
82	42.5	52
82	43	52
82	43.5	52
82	44	51
82	44.5	41
82	45	36
82.5	35	71
82.5	35.5	91
82.5	36	92
82.5	36.5	52
82.5	37	47
82.5	37.5	46
82.5	38	41
82.5	38.5	41
82.5	39	37
82.5	39.5	42
82.5	40	36
82.5	40.5	42
82.5	41	42
82.5	41.5	42
82.5	42	46
82.5	42.5	52
82.5	43	51
82.5	43.5	52
82.5	44	52
82.5	44.5	42
82.5	45	36
83	35	71
83	35.5	92
83	36	92
83	36.5	51
83	37	47
83	37.5	46
83	38	42
83	38.5	42
83	39	42
83	39.5	36
83	40	37
83	40.5	42
83	41	42
83	41.5	42
83	42	47
83	42.5	52
83	43	56
83	43.5	56
83	44	51
83	44.5	41
83	45	36
83.5	35	72
83.5	35.5	91
83.5	36	92
83.5	36.5	57
83.5	37	46
83.5	37.5	47
83.5	38	41
